Burmese	English	Gender
ေက်ာ္စြာထြန္း	Kyaw Swar Tun 	M
ေက်ာ္စြာဝင္း	Kyaw Swar Win 	M
ေက်ာ္ေဆြ	Kyaw Swe 	M
ေက်ာ္ေဆြဦး	Kyaw Swe Oo 	M
ေက်ာ္ေဆြဝင္း	Kyaw Swe Win 	M
ေက်ာ္သန္း	Kyaw Than 	M
ေက်ာ္သန္းေဌး	Kyaw Than Htay 	M
ေက်ာ္သန္းဦး	Kyaw Than Oo 	M
ေက်ာ္သန္႔	Kyaw Thant 	M
ေက်ာ္သာ	Kyaw Thar 	M
ေက်ာ္ေသာင္း	Kyaw Thaung 	M
ေက်ာ္သိန္း	Kyaw Thein 	M
ေက်ာ္သိန္းဦး	Kyaw Thein Oo 	M
ေက်ာ္သက္	Kyaw Thet 	M
ေက်ာ္သက္လႈိင္	Kyaw Thet Hlaing 	M
ေက်ာ္သီဟ	Kyaw Thiha 	M
ေက်ာ္သင္း	Kyaw Thin 	M
ေက်ာ္သူ	Kyaw Thu 	M
ေက်ာ္သူေအာင္	Kyaw Thu Aung 	M
ေက်ာ္သူဝင္း	Kyaw Thu Win 	M
ေက်ာ္သူရ	Kyaw Thura 	M
ေက်ာ္သြင္	Kyaw Thwin 	M
ေက်ာ္တင္	Kyaw Tin 	M
ေက်ာ္တင့္	Kyaw Tint 	M
ေက်ာ္တိုး	Kyaw Toe 	M
ေက်ာ္ထြန္း	Kyaw Tun 	M
ေက်ာ္ထြန္းေအာင္	Kyaw Tun Aung 	M
ေက်ာ္ထြန္းျမင့္	Kyaw Tun Myint 	M
ေက်ာ္ထြန္းႏိုင္	Kyaw Tun Naing 	M
ေက်ာ္ထြန္းဦး	Kyaw Tun Oo 	M
ေက်ာ္ထြန္းဝင္း	Kyaw Tun Win 	M
ေက်ာ္ဝ	Kyaw Wa 	M
ေက်ာ္ေဝ	Kyaw Wai 	M
ေက်ာ္ဝမ္	Kyaw Wan 	M
ေက်ာ္ေဝး	Kyaw Way 	M
ေက်ာ္ဝင္း	Kyaw Win 	M
ေက်ာ္ဝင္းေအာင္	Kyaw Win Aung 	M
ေက်ာ္ဝင္းလႈိင္	Kyaw Win Hlaing 	M
ေက်ာ္ဝင္းေမာင္	Kyaw Win Maung 	M
ေက်ာ္ဝင္းျမင့္	Kyaw Win Myint 	M
ေက်ာ္ဝင္းႏိုင္	Kyaw Win Naing 	M
ေက်ာ္ဝင္းဦး	Kyaw Win Oo 	M
ေက်ာ္ဝင္းစိန္	Kyaw Win Sein 	M
ေက်ာ္ဝင္းေဆြ	Kyaw Win Swe 	M
ေက်ာ္ဝင္းထြန္း	Kyaw Win Tun 	M
ေက်ာ္ရ	Kyaw Ya 	M
ေက်ာ္ရန္	Kyaw Yan 	M
ေက်ာ္ရီ	Kyaw Yi 	M
ေက်ာ္ရင္	Kyaw Yin 	M
ေက်ာ္ဇံ	Kyaw Zan 	M
ေက်ာ္ေဇာ	Kyaw Zaw 	M
ေက်ာ္ေဇာေအာင္	Kyaw Zaw Aung 	M
ေက်ာ္ေဇာလင္း	Kyaw Zaw Lin 	M
ေက်ာ္ေဇာဦး	Kyaw Zaw Oo 	M
ေက်ာ္ေဇာထြန္း	Kyaw Zaw Tun 	M
ေက်ာ္ေဇယ်ာ	Kyaw Zeya 	M
ေက်ာ္ေဇယ်ာလင္း	Kyaw Zeya Lin 	M
ေက်ာ္ေဇယ်ာသိန္း	Kyaw Zeya Thein 	M
ေက်ာ္ေဇယ်ာဝင္း	Kyaw Zeya Win 	M
ေက်ာ္ဇင္	Kyaw Zin 	M
ေက်ာ္ဇင္လတ္	Kyaw Zin Lat 	M
ေက်ာ္ဇင္ဦး	Kyaw Zin Oo 	M
ေက်ာ္ဇင္ထြန္း	Kyaw Zin Tun 	M
ေက်ာ့ေက်ာ့ခိုင္	Kyawt Kyawt Khaing 	F
ေက်ာ့စိန္	Kyawt Sein 	F
ၾကည္	Kyi 	M
ၾကည္	Kyi 	F
ၾကည္ေအာင္	Kyi Aung 	M
ၾကည္ေအာင္	Kyi Aung 	F
ၾကည္ေအး	Kyi Aye 	M
ၾကည္ေအး	Kyi Aye 	F
ၾကည္ဟန္	Kyi Han 	M
ၾကည္လွ	Kyi Hla 	M
ၾကည္လွ	Kyi Hla 	F
ၾကည္လႈိင္	Kyi Hlaing 	M
ၾကည္လႈိင္	Kyi Hlaing 	F
ၾကည္ထိန္	Kyi Htain 	M
ၾကည္ေဌး	Kyi Htay 	M
ၾကည္ေဌး	Kyi Htay 	F
ၾကည္ထူး	Kyi Htoo 	M
ၾကည္ေထြး	Kyi Htwe 	M
ၾကည္ေထြး	Kyi Htwe 	F
ၾကည္ထြက္	Kyi Hwet 	M
ၾကည္ခိုင္	Kyi Khaing 	M
ၾကည္ခင္	Kyi Khin 	M
ၾကည္ခင္	Kyi Khin 	F
ၾကည္ၾကည္	Kyi Kyi 	F
ၾကည္ၾကည္ေအး	Kyi Kyi Aye 	F
ၾကည္ၾကည္ခ်ဳိ	Kyi Kyi Cho 	F
ၾကည္ၾကည္ဟန္	Kyi Kyi Han 	F
ၾကည္ၾကည္လွ	Kyi Kyi Hla 	F
ၾကည္ၾကည္လႈိင္	Kyi Kyi Hlaing 	F
ၾကည္ၾကည္ေဌး	Kyi Kyi Htay 	F
ၾကည္ၾကည္ေထြး	Kyi Kyi Htwe 	F
ၾကည္ၾကည္ခိုင္	Kyi Kyi Khaing 	F
ၾကည္ၾကည္ခင္	Kyi Kyi Khin 	F
ၾကည္ၾကည္လြင္	Kyi Kyi Lwin 	F
ၾကည္ၾကည္မာ	Kyi Kyi Mar 	F
ၾကည္ၾကည္ေမာ္	Kyi Kyi Maw 	F
ၾကည္ၾကည္ေမ	Kyi Kyi May 	F
ၾကည္ၾကည္ျမ	Kyi Kyi Mya 	F
ၾကည္ၾကည္ျမင့္	Kyi Kyi Myint 	F
ၾကည္ၾကည္ႏြယ္	Kyi Kyi Nwe 	F
ၾကည္ၾကည္ၫြန္႔	Kyi Kyi Nyunt 	F
ၾကည္ၾကည္အုန္း	Kyi Kyi Ohn 	F
ၾကည္ၾကည္ဦး	Kyi Kyi Oo 	F
ၾကည္ၾကည္စန္း	Kyi Kyi San 	F
ၾကည္ၾကည္စိန္	Kyi Kyi Sein 	F
ၾကည္ၾကည္႐ွိန္	Kyi Kyi Shein 	F
ၾကည္ၾကည္ေ႐ႊ	Kyi Kyi Shwe 	F
ၾကည္ၾကည္စိုး	Kyi Kyi Soe 	F
ၾကည္ၾကည္ေဆြ	Kyi Kyi Swe 	F
ၾကည္ၾကည္သန္း	Kyi Kyi Than 	F
ၾကည္ၾကည္သိန္း	Kyi Kyi Thein 	F
ၾကည္ၾကည္သင္း	Kyi Kyi Thin 	F
ၾကည္ၾကည္တင္	Kyi Kyi Tin 	F
ၾကည္ၾကည္ထြန္း	Kyi Kyi Tun 	F
ၾကည္ၾကည္ေဝ	Kyi Kyi Wai 	F
ၾကည္ၾကည္ဝင္း	Kyi Kyi Win 	F
ၾကည္ေလး	Kyi Lay 	M
ၾကည္ေလး	Kyi Lay 	F
ၾကည္လင္း	Kyi Lin 	M
ၾကည္လြင္	Kyi Lwin 	M
ၾကည္လြင္ျမင့္	Kyi Lwin Myint 	M
ၾကည္ေမာင္	Kyi Maung 	M
ၾကည္ေမ	Kyi May 	F
ၾကည္မင္း	Kyi Min 	M
ၾကည္မိုး	Kyi Moe 	M
ၾကည္ျမ	Kyi Mya 	M
ၾကည္ျမ	Kyi Mya 	F
ၾကည္ၿမိဳင္	Kyi Myaing 	F
ၾကည္ျမင့္	Kyi Myint 	M
ၾကည္ျမင့္	Kyi Myint 	F
ၾကည္မ်ဳိးလြင္	Kyi Myo Lwin 	M
ၾကည္ႏိုင္	Kyi Naing 	M
ၾကည္ေငြ	Kyi Ngwe 	M
ၾကည္ၿငိမ္း	Kyi Nyein 	M
ၾကည္ညိဳ	Kyi Nyo 	M
ၾကည္ၫြန္႔	Kyi Nyunt 	M
ၾကည္ၫြန္႔	Kyi Nyunt 	F
ၾကည္ဦး	Kyi Oo 	M
ၾကည္ေဖ	Kyi Pe 	M
ၾကည္စန္း	Kyi San 	M
ၾကည္စန္း	Kyi San 	F
ၾကည္ေဆာင္	Kyi Saung 	M
ၾကည္စိန္	Kyi Sein 	M
ၾကည္စိန္	Kyi Sein 	F
ၾကည္႐ွိန္	Kyi Shein 	M
ၾကည္႐ွင္	Kyi Shin 	M
ၾကည္ေ႐ႊ	Kyi Shwe 	M
ၾကည္႐ႊင္	Kyi Shwin 	M
ၾကည္စိုး	Kyi Soe 	M
ၾကည္ေဆြ	Kyi Swe 	M
ၾကည္သန္း	Kyi Than 	M
ၾကည္သန္း	Kyi Than 	F
ၾကည္သာ	Kyi Thar 	M
ၾကည္ေသာင္း	Kyi Thaung 	M
ၾကည္သိန္း	Kyi Thein 	M
ၾကည္သိန္း	Kyi Thein 	F
ၾကည္သြင္	Kyi Thwin 	M
ၾကည္တင္	Kyi Tin 	M
ၾကည္တိုး	Kyi Toe 	M
ၾကည္ထြန္း	Kyi Tun 	M
ၾကည္ေဝ	Kyi Wai 	M
ၾကည္ေဝ	Kyi Wai 	F
ၾကည္ဝင္း	Kyi Win 	M
ၾကည္ဝင္း	Kyi Win 	F
ၾကည္ရင္	Kyi Yin 	M
ၾကည္ရင္	Kyi Yin 	F
ၾကင္	Kyin 	M
ၾကင္	Kyin 	F
ၾကင္ေအာင္	Kyin Aung 	M
ၾကင္ေအး	Kyin Aye 	M
ၾကင္ေအး	Kyin Aye 	F
ၾကင္ဟန္	Kyin Han 	M
ၾကင္ဟန္	Kyin Han 	F
ၾကင္လွ	Kyin Hla 	F
ၾကင္လႈိင္	Kyin Hlaing 	M
ၾကင္လႈိင္	Kyin Hlaing 	F
ၾကင္ေမႊး	Kyin Hmwe 	F
ၾကင္ဟုတ္	Kyin Hoke 	M
ၾကင္ဟုတ္	Kyin Hote 	M
ၾကင္ေဌး	Kyin Htay 	M
ၾကင္ေဌး	Kyin Htay 	F
ၾကင္ေထြး	Kyin Htwe 	M
ၾကင္ေထြး	Kyin Htwe 	F
ၾကင္ထြက္	Kyin Hwet 	M
ၾကင္ခိုင္	Kyin Khaing 	M
ၾကင္ခိုင္	Kyin Khaing 	F
ၾကင္ခင္	Kyin Khin 	M
ၾကင္ခင္	Kyin Khin 	F
ၾကင္ၾကည္	Kyin Kyi 	F
ၾကင္ၾကင္	Kyin Kyin 	F
ၾကင္ၾကင္ေအး	Kyin Kyin Aye 	F
ၾကင္ၾကင္ဝင္း	Kyin Kyin Win 	F
ၾကင္ၾကဴ	Kyin Kyu 	F
ၾကင္လင္း	Kyin Lin 	M
ၾကင္လြမ္း	Kyin Lwan 	F
ၾကင္ေမာင္	Kyin Maung 	M
ၾကင္ေမ	Kyin May 	F
ၾကင္ေမႊး	Kyin Mhwe 	F
ၾကင္ျမ	Kyin Mya 	F
ၾကင္ၿမိဳင္	Kyin Myaing 	F
ၾကင္ျမင့္	Kyin Myint 	M
ၾကင္ျမင့္	Kyin Myint 	F
ၾကင္ေငြ	Kyin Ngwe 	M
ၾကင္ေငြ	Kyin Ngwe 	F
ၾကင္ႏု	Kyin Nu 	F
ၾကင္ႏြယ္	Kyin Nwe 	F
ၾကင္ၫြန္႔	Kyin Nyunt 	F
ၾကင္အုန္း	Kyin Ohn 	M
ၾကင္အုန္း	Kyin Ohn 	F
ၾကင္ဦး	Kyin Oo 	M
ၾကင္ဦး	Kyin Oo 	F
ၾကင္ဥ	Kyin Ou 	F
ၾကင္ေဖ	Kyin Pe 	M
ၾကင္ပို	Kyin Po 	M
ၾကင္ပို	Kyin Po 	F
ၾကင္ပု	Kyin Pu 	F
ၾကင္ၿပံဳး	Kyin Pyone 	F
ၾကင္ဆိုင္	Kyin Saing 	M
ၾကင္ဆိုင္	Kyin Saing 	F
ၾကင္စန္း	Kyin San 	M
ၾကင္စန္း	Kyin San 	F
ၾကင္ေစာ	Kyin Saw 	M
ၾကင္ေစာ	Kyin Saw 	F
ၾကင္စိန္	Kyin Sein 	M
ၾကင္စိန္	Kyin Sein 	F
ၾကင္႐ႈိက္	Kyin Sheik 	M
ၾကင္႐ွိန္	Kyin Shein 	M
ၾကင္႐ွိန္	Kyin Shein 	F
ၾကင္ေ႐ႊ	Kyin Shwe 	M
ၾကင္ေ႐ႊ	Kyin Shwe 	F
ၾကင္စီ	Kyin Si 	F
ၾကင္စိုး	Kyin Soe 	M
ၾကင္စု	Kyin Su 	F
ၾကင္စြမ္း	Kyin Swan 	F
ၾကင္ေဆြ	Kyin Swe 	M
ၾကင္တီး	Kyin Tee 	F
ၾကင္သန္း	Kyin Than 	M
ၾကင္သန္း	Kyin Than 	F
ၾကင္ေသာင္း	Kyin Thaung 	M
ၾကင္သိန္း	Kyin Thein 	M
ၾကင္သိန္း	Kyin Thein 	F
ၾကင္သီ	Kyin Thi 	F
ၾကင္တိ	Kyin Ti 	M
ၾကင္တိ	Kyin Ti 	F
ၾကင္တင္	Kyin Tin 	M
ၾကင္တင္	Kyin Tin 	F
ၾကင္တိုး	Kyin Toe 	M
ၾကင္ထြန္း	Kyin Tun 	M
ၾကင္ေဝ	Kyin Wai 	F
ၾကင္ဝမ္	Kyin Wan 	M
ၾကင္ဝါ	Kyin War 	F
ၾကင္ဝွက္	Kyin Whet 	M
ၾကင္ဝင္း	Kyin Win 	M
ၾကင္ဝင္း	Kyin Win 	F
ၾကင္ရီ	Kyin Yi 	M
ၾကင္ရီ	Kyin Yi 	F
ၾကင္ရင္	Kyin Yin 	F
ၾကင္႐ြန္	Kyin Yon 	F
ၾကင္ယံု	Kyin Yone 	F
ၾကဴ	Kyu 	M
ၾကဴ	Kyu 	F
ၾကဴခင္	Kyu Khin 	M
ၾကဴၾကဴ	Kyu Kyu 	F
ၾကဴၾကဴေအာင္	Kyu Kyu Aung 	F
ၾကဴၾကဴေအး	Kyu Kyu Aye 	F
ၾကဴၾကဴလွ	Kyu Kyu Hla 	F
ၾကဴၾကဴခိုင္	Kyu Kyu Khaing 	F
ၾကဴၾကဴခင္	Kyu Kyu Khin 	F
ၾကဴၾကဴလြင္	Kyu Kyu Lwin 	F
ၾကဴၾကဴမာ	Kyu Kyu Mar 	F
ၾကဴၾကဴေမ	Kyu Kyu May 	F
ၾကဴၾကဴမင္း	Kyu Kyu Min 	F
ၾကဴၾကဴျမင့္	Kyu Kyu Myint 	F
ၾကဴၾကဴစန္း	Kyu Kyu San 	F
ၾကဴၾကဴစိန္	Kyu Kyu Sein 	F
ၾကဴၾကဴ႐ွိန္	Kyu Kyu Shein 	F
ၾကဴၾကဴေဆြ	Kyu Kyu Swe 	F
ၾကဴၾကဴသန္း	Kyu Kyu Than 	F
ၾကဴၾကဴသင္း	Kyu Kyu Thin 	F
ၾကဴၾကဴဝင္း	Kyu Kyu Win 	F
ၾကဴစိန္	Kyu Sein 	M
ႂကြယ္	Kywe 	M
ႂကြယ္	Kywe 	F
ႂကြယ္ႂကြယ္	Kywe Kywe 	F
လတ္လတ္	Lat Lat 	F
ေလးေအာင္	Lay Aung 	M
ေလးခိုင္	Lay Khaing 	M
ေလးခင္	Lay Khin 	F
ေလးၾကဴ	Lay Kyu 	F
ေလးေလးျမင့္	Lay Lay Myint 	F
ေလးေလးႏြယ္	Lay Lay Nwe 	F
ေလးလြင္	Lay Lwin 	M
ေလးေမာင္	Lay Maung 	M
ေလးျမင့္	Lay Myint 	M
ေလးႏိုင္	Lay Naing 	M
ေလးႏြယ္	Lay Nwe 	F
ေလးၿဖိဳး	Lay Phyo 	M
ေလးစိန္	Lay Sein 	F
ေလးတင္	Lay Tin 	M
ေလးတင္	Lay Tin 	F
ေလးဝါ	Lay War 	F
ေလးဝင္း	Lay Win 	M
လင္း	Lin 	M
လင္းေအာင္	Lin Aung 	M
လင္းထက္ေအာင္	Lin Htet Aung 	M
လင္းထင္	Lin Htin 	M
လင္းၾကည္	Lin Kyi 	M
လင္းလင္း	Lin Lin 	M
လင္းလင္း	Lin Lin 	F
လင္းလင္းထြန္း	Lin Lin Tun 	F
လင္းျမတ္ကို	Lin Myat Ko 	M
လင္းႏိုင္	Lin Naing 	M
လင္းဝင္း	Lin Win 	M
လင္းဇာနည္ထြန္း	Lin Zarni Tun 	F
လုေအာင္၊ လူေအာင္	Lu Aung 	F
လုေအး၊ လူေအး	Lu Aye 	M
လုဂ်ာ၊ လူဂ်ာ	Lu Jar 	F
လုခင္၊ လူခင္	Lu Khin 	M
လုလုေအာင္	Lu Lu Aung 	F
လူေမာ္	Lu Maw 	M
လူမင္း	Lu Min 	M
လူေပါ၊ လူေပၚ	Lu Paw 	M
လူတင္	Lu Tin 	M
လြင္	Lwin 	M
လြင္ေအာင္	Lwin Aung 	M
လြင္ၾကည္	Lwin Kyi 	M
လြင္လြင္	Lwin Lwin 	F
လြင္လြင္ေအာင္	Lwin Lwin Aung 	F
လြင္လြင္ေအး	Lwin Lwin Aye 	F
လြင္လြင္ေဌး	Lwin Lwin Htay 	F
လြင္လြင္ၾကည္	Lwin Lwin Kyi 	F
လြင္လြင္မာ	Lwin Lwin Mar 	F
လြင္လြင္ေမာ္	Lwin Lwin Maw 	F
လြင္လြင္မိုး	Lwin Lwin Moe 	F
လြင္လြင္ျမင့္	Lwin Lwin Myint 	F
လြင္လြင္ဦး	Lwin Lwin Oo 	F
လြင္လြင္စိန္	Lwin Lwin Sein 	F
လြင္လြင္စိုး	Lwin Lwin Soe 	F
လြင္လြင္သန္း	Lwin Lwin Than 	F
လြင္လြင္ထြန္း	Lwin Lwin Tun 	F
လြင္မာဦး	Lwin Mar Oo 	F
လြင္ျမင့္	Lwin Myint 	M
လြင္ဦး	Lwin Oo 	M
လြင္စိန္	Lwin Sein 	M
မမ	Ma Ma 	F
မမႀကီး	Ma Ma Gyi 	F
မမၾကည္၊ မမႀကီး	Ma Ma Kyi 	F
မမေလး	Ma Ma Lay 	F
မာ	Mar 	M
မာဒင္	Mar Din 	M
မာမာ	Mar Mar 	F
မာမာေအး	Mar Mar Aye 	F
မာမာခ်ဳိ	Mar Mar Cho 	F
မာမာေဌး	Mar Mar Htay 	F
မာမာခင္	Mar Mar Khin 	F
မာမာၾကည္	Mar Mar Kyi 	F
မာမာၾကဴ	Mar Mar Kyu 	F
မာမာလြင္	Mar Mar Lwin 	F
မာမာျမင့္	Mar Mar Myint 	F
မာမာၫြန္႔	Mar Mar Nyunt 	F
မာမာဦး	Mar Mar Oo 	F
မာမာစန္း	Mar Mar San 	F
မာမာေ႐ႊ	Mar Mar Shwe 	F
မာမာစိုး	Mar Mar Soe 	F
မာမာေဆြ	Mar Mar Swe 	F
မာမာသန္း	Mar Mar Than 	F
မာမာသိန္း	Mar Mar Thein 	F
မာမာထြန္း	Mar Mar Tun 	F
မာမာေဝ	Mar Mar Wai 	F
မာမာဝင္း	Mar Mar Win 	F
မာမာရီ၊ မာမာရည္	Mar Mar Yi 	F
မာေနာ္	Mar Naw 	M
မာတင္	Mar Tin 	M
မာရီ	Mar Yi 	F
မာလာ	Marlar 	F
မာလာေအာင္	Marlar Aung 	F
မာလာေအး	Marlar Aye 	F
မာလာခင္	Marlar Khin 	F
မာလာေက်ာ္	Marlar Kyaw 	F
မာလာလြင္	Marlar Lwin 	F
မာလာျမင့္	Marlar Myint 	F
မာလာႏြယ္	Marlar Nwe 	F
မာလာဦး	Marlar Oo 	F
မာလာစိန္	Marlar Sein 	F
မာလာေဆြ	Marlar Swe 	F
မာလာသန္း	Marlar Than 	F
မာလာထြန္း	Marlar Tun 	F
မာလာဝင္း	Marlar Win 	F
ေမာင္	Maung 	M
ေမာင္ေအာင္	Maung Aung 	M
ေမာင္ေအး	Maung Aye 	M
ေမာင္ဘို	Maung Bo 	M
ေမာင္ခ်မ္း	Maung Chan 	M
ေမာင္ခ်စ္	Maung Chit 	M
ေမာင္ခ်ဳိ	Maung Cho 	M
ေမာင္ကေလး	Maung Galay 	M
ေမာင္ႀကီး	Maung Gyi 	M
ေမာင္ဟန္	Maung Han 	M
ေမာင္လွ	Maung Hla 	M
ေမာင္လႈိင္	Maung Hlaing 	M
ေမာင္ေဌး	Maung Htay 	M
ေမာင္ထူး	Maung Htoo 	M
ေမာင္ေထြး	Maung Htwe 	M
ေမာင္ေကာင္း	Maung Kaung 	M
ေမာင္ခိုင္	Maung Khaing 	M
ေမာင္ခင္	Maung Khin 	M
ေမာင္ေခြး	Maung Khwe 	M
ေမာင္ကို	Maung Ko 	M
ေမာင္ႀကိဳင္	Maung Kyaing 	M
ေမာင္ၾကမ္း	Maung Kyan 	M
ေမာင္ေက်ာ္	Maung Kyaw 	M
ေမာင္ေက်ာ္ေအး	Maung Kyaw Aye 	M
ေမာင္ေက်ာ္သိန္း	Maung Kyaw Thein 	M
ေမာင္ေၾကး	Maung Kyay 	M
ေမာင္ၾကည္	Maung Kyi 	M
ေမာင္ၾကင္	Maung Kyin 	M
ေမာင္လတ္	Maung Lat 	M
ေမာင္ေလး	Maung Lay 	M
ေမာင္လင္း	Maung Lin 	M
ေမာင္လံုး	Maung Lone 	M
ေမာင္လြင္	Maung Lwin 	M
ေမာင္ေမာင္	Maung Maung 	M
ေမာင္ေမာင္ေအာင္	Maung Maung Aung 	M
ေမာင္ေမာင္ေအး	Maung Maung Aye 	M
ေမာင္ေမာင္ခ်စ္	Maung Maung Chit 	M
ေမာင္ေမာင္ခ်ဳိ	Maung Maung Cho 	M
ေမာင္ေမာင္ႀကီး	Maung Maung Gyi 	M
ေမာင္ေမာင္ဟန္	Maung Maung Han 	M
ေမာင္ေမာင္လွ	Maung Maung Hla 	M
ေမာင္ေမာင္လႈိင္	Maung Maung Hlaing 	M
ေမာင္ေမာင္ေဌး	Maung Maung Htay 	M
ေမာင္ေမာင္ထူး	Maung Maung Htoo 	M
ေမာင္ေမာင္ေထြး	Maung Maung Htwe 	M
ေမာင္ေမာင္ခိုင္	Maung Maung Khaing 	M
ေမာင္ေမာင္ခင္	Maung Maung Khin 	M
ေမာင္ေမာင္ကို	Maung Maung Ko 	M
ေမာင္ေမာင္ေက်ာ္	Maung Maung Kyaw 	M
ေမာင္ေမာင္ၾကည္၊ ေမာင္ေမာင္ႀကီး	Maung Maung Kyi 	M
ေမာင္ေမာင္လတ္	Maung Maung Lat 	M
ေမာင္ေမာင္ေလး	Maung Maung Lay 	M
ေမာင္ေမာင္လင္း	Maung Maung Lin 	M
ေမာင္ေမာင္လြင္	Maung Maung Lwin 	M
ေမာင္ေမာင္ျမ	Maung Maung Mya 	M
ေမာင္ေမာင္ျမင့္	Maung Maung Myint 	M
ေမာင္ေမာင္မ်ဳိး	Maung Maung Myo 	M
ေမာင္ေမာင္ႏိုင္	Maung Maung Naing 	M
ေမာင္ေမာင္နီ	Maung Maung Ni 	M
ေမာင္ေမာင္ၫြန္႔	Maung Maung Nyunt 	M
ေမာင္ေမာင္အုန္း	Maung Maung Ohn 	M
ေမာင္ေမာင္ဦး	Maung Maung Oo 	M
ေမာင္ေမာင္စန္း	Maung Maung San 	M
ေမာင္ေမာင္စိန္	Maung Maung Sein 	M
ေမာင္ေမာင္ေ႐ႊ	Maung Maung Shwe 	M
ေမာင္ေမာင္စိုး	Maung Maung Soe 	M
ေမာင္ေမာင္ေဆြ	Maung Maung Swe 	M
ေမာင္ေမာင္တာ	Maung Maung Tar 	M
ေမာင္ေမာင္သန္း	Maung Maung Than 	M
ေမာင္ေမာင္သန္႔	Maung Maung Thant 	M
ေမာင္ေမာင္ေသာင္း	Maung Maung Thaung 	M
ေမာင္ေမာင္သိန္း	Maung Maung Thein 	M
ေမာင္ေမာင္သက္	Maung Maung Thet 	M
ေမာင္ေမာင္သင္း	Maung Maung Thin 	M
ေမာင္ေမာင္သြင္	Maung Maung Thwin 	M
ေမာင္ေမာင္တင္	Maung Maung Tin 	M
ေမာင္ေမာင္တင့္	Maung Maung Tint 	M
ေမာင္ေမာင္တိုး	Maung Maung Toe 	M
ေမာင္ေမာင္ထြန္း	Maung Maung Tun 	M
ေမာင္ေမာင္ဝင္း	Maung Maung Win 	M
ေမာင္ေမာင္ရီ	Maung Maung Yi 	M
ေမာင္ေမာင္ရင္	Maung Maung Yin 	M
ေမာင္ေမာင္ေဇာ္	Maung Maung Zaw 	M
ေမာင္ေမာင္ဇင္	Maung Maung Zin 	M
ေမာင္ေမာ္	Maung Maw 	M
ေမာင္မင္း	Maung Min 	M
ေမာင္ျမ	Maung Mya 	M
ေမာင္ၿမိဳင္	Maung Myaing 	M
ေမာင္ျမင့္	Maung Myint 	M
ေမာင္မ်ဳိး	Maung Myo 	M
ေမာင္ႏိုင္	Maung Naing 	M
